-304.553985596,224.690002441
-304.557006836,224.68800354
-304.557006836,224.68800354
-304.557006836,224.688995361
-304.558013916,224.690002441
-304.558013916,224.68699646
-304.559997559,224.686004639
-304.562011719,224.686004639
-304.559997559,224.684005737
-304.557006836,224.68699646
-304.562011719,224.68699646
-304.561004639,224.68800354
-304.562988281,224.688995361
-304.562011719,224.68699646
-304.562011719,224.686004639
-304.562011719,224.686004639
-304.561004639,224.684997559
-304.562988281,224.68699646
-304.558013916,224.68699646
-304.562011719,224.68699646
-304.559997559,224.68699646
-304.562988281,224.686004639
-304.562011719,224.684005737
-304.559997559,224.686004639
-304.562988281,224.684005737
-304.562011719,224.68699646
-304.558990479,224.684997559
-304.569000244,224.686004639
-304.566009521,224.68699646
-304.567993164,224.68699646
-304.565002441,224.686004639
-304.562011719,224.686004639
-304.563995361,224.68699646
-304.567993164,224.688995361
-304.570007324,224.68699646
-304.566986084,224.68800354
-304.565002441,224.684997559
-304.565002441,224.686004639
-304.565002441,224.684997559
-304.563995361,224.686004639
-304.569000244,224.68699646
-304.566009521,224.68800354
-304.563995361,224.688995361
-304.569000244,224.686004639
-304.569000244,224.688995361
-304.566009521,224.686004639
-304.563995361,224.686004639
-304.563995361,224.692001343
-304.562988281,224.699005127
-304.555999756,224.710006714
-304.54800415,224.718994141
-304.54598999,224.729995728
-304.540008545,224.744995117
-304.532012939,224.759994507
-304.528991699,224.779006958
-304.529998779,224.794006348
-304.522003174,224.815994263
-304.515014648,224.839004517
-304.507995605,224.861999512
-304.49899292,224.884002686
-304.493011475,224.910995483
-304.489990234,224.940994263
-304.479003906,224.968002319
-304.468994141,224.996994019
-304.467010498,225.027999878
-304.454986572,225.059005737
-304.442993164,225.083999634
-304.42401123,225.119003296
-304.42098999,225.162002563
-304.407012939,225.205993652
-304.382995605,225.253005981
-304.337005615,225.285995483
-304.313995361,225.319000244
-304.29699707,225.352996826
-304.25,225.38999939
-304.217987061,225.43699646
-304.20098877,225.479003906
-304.174987793,225.520996094
-304.157012939,225.559997559
-304.143005371,225.608001709
-304.114013672,225.652999878
-304.079986572,225.690994263
-304.049987793,225.736999512
-304.039001465,225.792999268
-304.040985107,225.860992432
-304.027008057,225.912994385
-304.011993408,225.968002319
-303.989990234,226.020996094
-303.975006104,226.061004639
-303.958007812,226.115005493
-303.933013916,226.162002563
-303.908996582,226.20300293
-303.881011963,226.242996216
-303.863006592,226.287994385
-303.846984863,226.343994141
-303.822998047,226.397994995
-303.795013428,226.447006226
-303.769989014,226.494995117
-303.747009277,226.554992676
-303.726989746,226.615005493
-303.70199585,226.671005249
-303.670013428,226.722000122
-303.657012939,226.781005859
-303.640014648,226.841995239
-303.62701416,226.902999878
-303.605987549,226.970001221
-303.584991455,227.039001465
-303.558990479,227.108001709
-303.549987793,227.180999756
-303.532989502,227.248001099
-303.494995117,227.322998047
-303.463012695,227.402999878
-303.424987793,227.479995728
-303.398986816,227.550003052
-303.37600708,227.628997803
-303.334991455,227.712005615
-303.300994873,227.787994385
-303.264007568,227.878997803
-303.209014893,227.958999634
-303.175994873,228.046005249
-303.140014648,228.130996704
-303.105987549,228.220001221
-303.066009521,228.305999756
-303.033996582,228.395004272
-302.993988037,228.481002808
-302.95199585,228.569000244
-302.889007568,228.667999268
-302.842987061,228.761993408
-302.791992188,228.852996826
-302.760009766,228.944000244
-302.730010986,229.039001465
-302.692993164,229.130004883
-302.644989014,229.227996826
-302.605987549,229.320999146
-302.57598877,229.410003662
-302.533996582,229.51600647
-302.506011963,229.606994629
-302.468994141,229.70300293
-302.428985596,229.79699707
-302.390991211,229.888000488
-302.364013672,229.973999023
-302.32598877,230.063995361
-302.286987305,230.152999878
-302.24899292,230.246002197
-302.220001221,230.333999634
-302.200012207,230.425994873
-302.164001465,230.51499939
-302.125,230.604003906
-302.089996338,230.68699646
-302.058990479,230.770996094
-302.033996582,230.856002808
-302.00100708,230.93699646
-301.963989258,231.026992798
-301.928985596,231.106002808
-301.908996582,231.18800354
-301.886993408,231.272003174
-301.864013672,231.352005005
-301.835998535,231.438995361
-301.816009521,231.514007568
-301.782989502,231.585006714
-301.75,231.654998779
-301.708007812,231.727005005
-301.687988281,231.802993774
-301.653015137,231.87600708
-301.622009277,231.947998047
-301.558990479,232.01600647
-301.531005859,232.095993042
-301.490997314,232.164993286
-301.458007812,232.227996826
-301.428009033,232.294006348
-301.403015137,232.367996216
-301.355010986,232.447006226
-301.32699585,232.511001587
-301.294006348,232.57699585
-301.24798584,232.645004272
-301.214996338,232.720993042
-301.182006836,232.787994385
-301.153991699,232.850997925
-301.121002197,232.916000366
-301.096984863,232.983001709
-301.066986084,233.050003052
-301.042999268,233.108001709
-301.027008057,233.166000366
-301.00100708,233.235992432
-300.971984863,233.29699707
-300.942993164,233.36000061
-300.910003662,233.42199707
-300.884002686,233.477005005
-300.837005615,233.546005249
-300.803985596,233.600006104
-300.779998779,233.664001465
-300.75,233.729003906
-300.716003418,233.798995972
-300.679992676,233.858001709
-300.653015137,233.917007446
-300.640014648,233.979995728
-300.622009277,234.04800415
-300.593994141,234.115997314
-300.566009521,234.179000854
-300.567993164,234.236999512
-300.552001953,234.307998657
-300.524993896,234.369003296
-300.5,234.427001953
-300.488006592,234.496994019
-300.473999023,234.569000244
-300.454986572,234.636993408
-300.434997559,234.699996948
-300.42300415,234.764007568
-300.415985107,234.841995239
-300.407989502,234.906005859
-300.399993896,234.968994141
-300.389007568,235.041000366
-300.380004883,235.10899353
-300.369995117,235.167999268
-300.350006104,235.240997314
-300.338012695,235.309997559
-300.324005127,235.375
-300.303009033,235.445999146
-300.295013428,235.520996094
-300.281005859,235.591003418
-300.244995117,235.647994995
-300.221984863,235.716003418
-300.209014893,235.785995483
-300.220001221,235.867996216
-300.239990234,235.938995361
