x,y
-332.471008301,202.638000488
-332.485992432,202.582992554
-332.502990723,202.526992798
-332.537994385,202.460998535
-332.557006836,202.406005859
-332.571990967,202.356002808
-332.592987061,202.302001953
-332.610992432,202.251998901
-332.62701416,202.20300293
-332.640014648,202.151000977
-332.661987305,202.102996826
-332.679992676,202.057006836
-332.696014404,202.007995605
-332.709991455,201.958999634
-332.725006104,201.916000366
-332.744995117,201.867004395
-332.760986328,201.817993164
-332.776000977,201.770004272
-332.794006348,201.716003418
-332.813995361,201.667999268
-332.830993652,201.615997314
-332.843994141,201.567001343
-332.863006592,201.51600647
-332.882995605,201.466995239
-332.903015137,201.417007446
-332.917999268,201.367996216
-332.933990479,201.320007324
-332.95098877,201.276000977
-332.972991943,201.229003906
-332.988006592,201.182998657
-333.002990723,201.13999939
-333.019989014,201.097000122
-333.035003662,201.052993774
-333.052001953,201.007003784
-333.066009521,200.962997437
-333.084014893,200.919006348
-333.096008301,200.87399292
-333.113006592,200.828994751
-333.131011963,200.781005859
-333.152008057,200.729003906
-333.175994873,200.679992676
-333.192993164,200.630996704
-333.209014893,200.574996948
-333.231994629,200.511993408
-333.25201416,200.45300293
-333.277008057,200.395004272
-333.304992676,200.330001831
-333.32901001,200.26600647
-333.356994629,200.197006226
-333.380004883,200.125
-333.407989502,200.054000854
-333.460998535,199.906005859
-333.494995117,199.82699585
-333.522003174,199.75
-333.555999756,199.671005249
-333.588012695,199.589996338
-333.625,199.501998901
-333.657989502,199.417999268
-333.690002441,199.332000732
-333.725006104,199.244003296
-333.760009766,199.152999878
-333.794006348,199.065002441
-333.830993652,198.977996826
-333.865997314,198.889007568
-333.898010254,198.800003052
-333.928985596,198.710006714
-333.963012695,198.628005981
-333.99798584,198.539001465
-334.026000977,198.453994751
-334.055999756,198.367004395
-334.087005615,198.283996582
-334.117004395,198.199996948
-334.144989014,198.119995117
-334.175994873,198.039993286
-334.204986572,197.968002319
-334.229003906,197.897994995
-334.253997803,197.830993652
-334.273010254,197.763000488
-334.299987793,197.699996948
-334.322998047,197.64100647
-334.342010498,197.582992554
-334.359985352,197.531005859
-334.37600708,197.472000122
-334.398010254,197.42300415
-334.416992188,197.37399292
-334.430999756,197.326004028
-334.446990967,197.281005859
-334.463989258,197.235992432
-334.480987549,197.192001343
-334.497009277,197.143997192
-334.519012451,197.093994141
-334.535003662,197.04699707
-334.557006836,196.996994019
-334.57598877,196.940994263
-334.592010498,196.884994507
-334.611999512,196.822998047
-334.638000488,196.761001587
-334.664001465,196.692993164
-334.687988281,196.628005981
-334.712005615,196.557006836
-334.742004395,196.485992432
-334.772003174,196.412994385
-334.802001953,196.335006714
-334.829986572,196.259002686
-334.860992432,196.175994873
-334.891998291,196.095001221
-334.925994873,196.009994507
-334.959991455,195.923995972
-334.992004395,195.833999634
-335.024993896,195.742996216
-335.062988281,195.651000977
-335.101989746,195.557006836
-335.140014648,195.462997437
-335.17401123,195.375
-335.213012695,195.287002563
-335.247009277,195.201004028
-335.278015137,195.110992432
-335.308013916,195.029006958
-335.342010498,194.951004028
-335.371002197,194.87600708
-335.403015137,194.804000854
-335.433013916,194.731994629
-335.459991455,194.664993286
-335.484985352,194.604003906
-335.510009766,194.544006348
-335.528991699,194.48500061
-335.558013916,194.423995972
-335.57901001,194.369003296
-335.602996826,194.315994263
-335.621002197,194.263000488
-335.644012451,194.210006714
-335.661987305,194.158004761
-335.683990479,194.106002808
-335.70098877,194.059997559
-335.721008301,194.011993408
-335.738006592,193.964004517
-335.759002686,193.917007446
-335.773986816,193.871002197
-335.792999268,193.826004028
-335.816009521,193.785995483
-335.832000732,193.746002197
-335.847991943,193.70300293
-335.864013672,193.660003662
-335.881988525,193.621002197
-335.895996094,193.580993652
-335.914001465,193.539001465
-335.932006836,193.496994019
-335.946014404,193.455993652
-335.959991455,193.417007446
-335.973999023,193.378005981
-335.990997314,193.341003418
-336.006011963,193.304992676
-336.019012451,193.272994995
-336.031005859,193.240997314
-336.045013428,193.208999634
-336.058990479,193.175994873
-336.074005127,193.145004272
-336.084991455,193.115005493
-336.098999023,193.080993652
-336.115997314,193.046005249
-336.128997803,193.011001587
-336.143005371,192.975006104
-336.160003662,192.932006836
-336.175994873,192.89100647
-336.192993164,192.850997925
-336.213012695,192.804992676
-336.233001709,192.753997803
-336.256988525,192.70199585
-336.278991699,192.649002075
-336.303009033,192.591003418
-336.325012207,192.531997681
-336.350006104,192.470993042
-336.382995605,192.408004761
-336.406005859,192.343994141
-336.432006836,192.279998779
-336.454986572,192.216003418
-336.480010986,192.158004761
-336.510986328,192.102996826
-336.529998779,192.050994873
-336.549987793,191.996002197
-336.567993164,191.945007324
-336.595001221,191.895004272
-336.617004395,191.848007202
-336.639007568,191.800003052
-336.661010742,191.744995117
-336.688995361,191.692001343
-336.709014893,191.634994507
-336.731994629,191.578994751
-336.755004883,191.524002075
-336.786010742,191.462997437
-336.808990479,191.401992798
-336.833007812,191.343994141
-336.858001709,191.276000977
-336.880004883,191.210006714
-336.903991699,191.151000977
-336.927001953,191.095993042
-336.950012207,191.042007446
-336.971008301,190.988998413
-336.986999512,190.940994263
-337.006011963,190.893005371
-337.023986816,190.848999023
-337.040985107,190.805999756
-337.058990479,190.759994507
-337.07598877,190.714004517
-337.095001221,190.666000366
-337.110992432,190.617004395
-337.135009766,190.565994263
-337.157012939,190.514007568
-337.184997559,190.462997437
-337.20401001,190.406005859
-337.221008301,190.350006104
-337.243988037,190.291000366
-337.269012451,190.229995728
-337.29699707,190.175003052
-337.312988281,190.121994019
-337.334014893,190.067993164
-337.351989746,190.020004272
-337.37298584,189.973007202
-337.389007568,189.929000854
-337.411010742,189.888000488
-337.430999756,189.845001221
-337.444000244,189.804000854
-337.460998535,189.76600647
-337.471008301,189.729003906
-337.490997314,189.68800354
-337.511993408,189.645996094
-337.526000977,189.598007202
-337.553009033,189.54699707
-337.571014404,189.492996216
-337.600006104,189.434005737
-337.625,189.37399292
-337.648986816,189.309005737
-337.679992676,189.242004395
-337.70300293,189.180999756
-337.730987549,189.123001099
-337.753997803,189.069000244
-337.773986816,189.014007568
-337.795013428,188.958999634
-337.816009521,188.910995483
-337.834014893,188.869995117
-337.859008789,188.826004028
-337.875,188.781997681
-337.890014648,188.736999512
-337.903991699,188.697998047
-337.92199707,188.664001465
-337.934997559,188.628005981
-337.947998047,188.591995239
-337.962005615,188.559005737
-337.973999023,188.527999878
-337.985992432,188.5
-337.994995117,188.473999023
-338.006988525,188.451004028
-338.011993408,188.430999756
-338.015991211,188.410003662
-338.023010254,188.388000488
-338.033996582,188.365997314
-338.044006348,188.341995239
-338.054992676,188.320999146
-338.062011719,188.300003052
-338.070007324,188.274002075
-338.082000732,188.248001099
-338.095001221,188.218994141
-338.105987549,188.184005737
-338.122009277,188.145996094
-338.138000488,188.102996826
-338.154998779,188.059997559
-338.177001953,188.011001587
-338.196990967,187.958999634
-338.216003418,187.899993896
-338.239013672,187.843002319
-338.265014648,187.779006958
-338.291992188,187.716995239
-338.316009521,187.654006958
-338.338012695,187.589996338
-338.363006592,187.529998779
-338.385009766,187.472000122
-338.411010742,187.412994385
-338.425994873,187.356002808
-338.45098877,187.300994873
-338.468994141,187.255996704
-338.493988037,187.207992554
-338.507995605,187.164993286
-338.524993896,187.121002197
-338.542999268,187.074996948
-338.558013916,187.037994385
-338.572998047,187.001998901
-338.585998535,186.966003418
-338.600006104,186.925003052
-338.618011475,186.886993408
-338.632995605,186.850997925
-338.648986816,186.81199646
-338.665985107,186.768005371
-338.687011719,186.720001221
-338.710998535,186.666000366
-338.731994629,186.610992432
-338.746002197,186.554992676
-338.756988525,186.501998901
-338.782012939,186.445007324
-338.804992676,186.389007568
-338.824005127,186.343002319
-338.842010498,186.296005249
-338.859008789,186.253005981
-338.899993896,186.210006714
-338.917999268,186.169998169
-338.937011719,186.132003784
-338.950012207,186.095001221
-338.962005615,186.06300354
-338.973999023,186.031005859
-338.988006592,186.00100708
-339.002990723,185.968994141
-339.015014648,185.93800354
-339.024993896,185.910995483
-339.036010742,185.882995605
-339.04800415,185.850997925
-339.061004639,185.820007324
-339.07699585,185.785003662
-339.089996338,185.74899292
-339.100006104,185.716003418
-339.111999512,185.684997559
-339.118011475,185.652999878
-339.128997803,185.619003296
-339.149993896,185.583999634
-339.165008545,185.548995972
-339.179992676,185.509994507
-339.195007324,185.472000122
-339.209014893,185.43800354
-339.221984863,185.402999878
-339.234985352,185.371994019
-339.24798584,185.345001221
-339.260009766,185.317993164
-339.269012451,185.294998169
-339.277008057,185.272003174
-339.286010742,185.25100708
-339.29699707,185.231002808
-339.29901123,185.216995239
-339.299987793,185.207992554
-339.29800415,185.20199585
-339.295013428,185.192001343
-339.302001953,185.179992676
-339.305999756,185.17199707
-339.312011719,185.160995483
-339.315002441,185.149002075
-339.334991455,185.134002686
-339.341003418,185.115997314
-339.348999023,185.098999023
-339.359008789,185.080001831
-339.351989746,185.06199646
-339.354003906,185.042007446
-339.359985352,185.022994995
-339.363006592,184.998001099
-339.360992432,184.973007202
-339.371002197,184.947998047
-339.424987793,184.914001465
-339.436004639,184.886993408
-339.449005127,184.856002808
-339.462005615,184.822998047
-339.475006104,184.789993286
-339.479003906,184.755996704
-339.476013184,184.720001221
-339.479003906,184.686004639
-339.484008789,184.649002075
-339.50100708,184.610992432
-339.510986328,184.572006226
-339.57800293,184.522994995
-339.592010498,184.479995728
-339.605010986,184.440994263
-339.618988037,184.402999878
-339.632995605,184.363006592
-339.645996094,184.332992554
-339.657989502,184.304992676
-339.669006348,184.279006958
-339.678985596,184.253997803
-339.687011719,184.231994629
-339.696014404,184.218002319
-339.70199585,184.201004028
-339.710998535,184.182006836
-339.716003418,184.160995483
-339.725006104,184.136993408
-339.731994629,184.117996216
-339.739990234,184.097000122
-339.747009277,184.076004028
-339.756988525,184.052001953
-339.764007568,184.024993896
-339.773010254,184
-339.782012939,183.975997925
-339.79598999,183.947998047
-339.805999756,183.917007446
-339.815002441,183.888000488
-339.821014404,183.860992432
-339.829986572,183.837005615
-339.838989258,183.813995361
-339.846008301,183.792007446
-339.852996826,183.772994995
-339.859985352,183.755996704
-339.867004395,183.736999512
-339.872009277,183.718994141
-339.880004883,183.697998047
-339.886993408,183.679000854
-339.891998291,183.656997681
-339.898986816,183.632995605
-339.908996582,183.602996826
-339.92098999,183.56199646
-339.941986084,183.520004272
-339.957000732,183.477005005
-339.971984863,183.429992676
-339.992004395,183.376998901
-340.014007568,183.320999146
-340.037994385,183.259002686
-340.058990479,183.199005127
-340.07901001,183.143005371
-340.098999023,183.087997437
-340.118988037,183.035003662
-340.136993408,182.98500061
-340.152008057,182.940994263
-340.17098999,182.895996094
-340.186004639,182.858001709
-340.197998047,182.824005127
-340.209991455,182.787002563
-340.222991943,182.75100708
-340.234985352,182.718994141
-340.243988037,182.68699646
-340.257995605,182.649993896
-340.274993896,182.587997437
-340.290008545,182.544998169
-340.308013916,182.498001099
-340.322998047,182.453994751
-340.338989258,182.404998779
-340.360992432,182.348007202
-340.381988525,182.296005249
-340.401000977,182.238998413
-340.420013428,182.190002441
-340.437011719,182.143997192
-340.45401001,182.100006104
-340.471008301,182.059005737
-340.484008789,182.020996094
-340.494995117,181.988006592
-340.509002686,181.960998535
-340.522003174,181.930999756
-340.535003662,181.897994995
-340.545013428,181.867996216
-340.553985596,181.843002319
-340.566009521,181.815002441
-340.575012207,181.76600647
-340.589996338,181.731994629
-340.601989746,181.697006226
-340.615997314,181.664001465
-340.627990723,181.630004883
-340.640991211,181.593994141
-340.652008057,181.552001953
-340.664001465,181.507995605
-340.683013916,181.458999634
-340.697998047,181.412002563
-340.712005615,181.365005493
-340.726989746,181.309997559
-340.740997314,181.253997803
-340.75201416,181.195007324
-340.768005371,181.134994507
-340.786987305,181.070007324
-340.809997559,180.99899292
-340.821990967,180.927001953
-340.839996338,180.85899353
-340.861999512,180.781005859
-340.880004883,180.703994751
-340.898986816,180.617996216
-340.915008545,180.550003052
-340.928009033,180.481994629
-340.933990479,180.419006348
-340.940002441,180.36000061
-340.954986572,180.302001953
-340.971008301,180.24899292
-340.976989746,180.195999146
-340.981994629,180.14100647
-340.988006592,180.087997437
-341.00201416,180.026000977
-341.010009766,179.970001221
-341.003997803,179.92199707
-341.016998291,179.865005493
-341.023986816,179.81199646
-341.028991699,179.757003784
-341.016998291,179.708999634
-341.023986816,179.649993896
-341.015991211,179.597000122
-341.019989014,179.541000366
-341.070007324,179.468994141
-341.057006836,179.429000854
-341.045013428,179.393005371
-341.037994385,179.358001709
-341.029998779,179.32699585
-341.018005371,179.29699707
-341.006988525,179.264007568
-341,179.227996826
-340.993011475,179.192001343
-340.976013184,179.160995483
-341.07598877,179.082000732
-341.066009521,179.048995972
-341.066986084,179.005996704
-341.062988281,178.958999634
-341.055999756,178.908004761
-341.04598999,178.85899353
-341.028015137,178.811004639
-341.027008057,178.753005981
-341.022003174,178.695007324
-341.019012451,178.630004883
-341.062011719,178.541000366
-341.058990479,178.475997925
-341.055999756,178.410003662
-341.050994873,178.341995239
-341.040008545,178.274993896
-341.033996582,178.205001831
-341.028991699,178.139007568
-341.018005371,178.067993164
-341.006011963,177.998001099
-341.00100708,177.923995972
-340.989990234,177.856002808
-340.976989746,177.789001465
-340.963989258,177.718994141
-340.947998047,177.651992798
-340.938995361,177.582000732
-340.928985596,177.507003784
-340.911010742,177.440994263
-340.886993408,177.376998901
-340.861999512,177.309005737
-340.854003906,177.235992432
-340.837005615,177.167007446
-340.815002441,177.100997925
-340.79598999,177.035003662
-340.777008057,176.964996338
-340.760986328,176.895004272
-340.743988037,176.824996948
-340.713012695,176.761001587
-340.684997559,176.692993164
-340.656005859,176.625
-340.636993408,176.54699707
-340.611999512,176.479003906
-340.579986572,176.414993286
-340.54901123,176.345993042
-340.519989014,176.277999878
-340.492004395,176.207992554
-340.460998535,176.139007568
-340.428985596,176.070999146
-340.393005371,176.007003784
-340.356994629,175.940002441
-340.319000244,175.878997803
-340.286987305,175.813995361
-340.25,175.74899292
-340.212005615,175.682006836
-340.167999268,175.617996216
-340.131011963,175.548995972
-340.092987061,175.48399353
-340.045013428,175.42199707
-340.003997803,175.358001709
-339.963012695,175.292999268
-339.919006348,175.225006104
-339.875,175.154006958
-339.825012207,175.093994141
-339.772003174,175.035995483
-339.726013184,174.972000122
-339.679992676,174.902999878
-339.62600708,174.839996338
-339.571990967,174.783004761
-339.523986816,174.729995728
-339.471984863,174.675994873
-339.441009521,174.602996826
-339.390014648,174.554992676
-339.343994141,174.503997803
-339.29699707,174.457000732
-339.25,174.412994385
-339.20401001,174.371002197
-339.158996582,174.333999634
-339.115997314,174.296005249
-339.07699585,174.255004883
-339.033996582,174.220993042
-338.993011475,174.18699646
-338.95401001,174.156005859
-338.914001465,174.119003296
-338.878997803,174.085998535
-338.841003418,174.054992676
-338.802001953,174.024002075
-338.765014648,173.992996216
-338.729003906,173.964996338
-338.691009521,173.93800354
-338.654998779,173.908004761
-338.62600708,173.871002197
-338.591003418,173.841995239
-338.550994873,173.817001343
-338.513000488,173.789993286
-338.475006104,173.761993408
-338.433990479,173.73500061
-338.390014648,173.712005615
-338.347991943,173.682006836
-338.307006836,173.654006958
-338.263000488,173.630004883
-338.221008301,173.598999023
-338.183990479,173.557998657
-338.136993408,173.533996582
-338.093994141,173.509002686
-338.055999756,173.481994629
-338.009002686,173.453994751
-337.963012695,173.430999756
-337.916992188,173.408996582
