x,y,s,kappa,dkappa,theta
-310.466699799,201.532175142,1.5079386788,0.0083594718,-0.0006735851,-0.3871176424
-310.448326114,201.52468616,1.5277799772,0.0083454392,-0.0007411035,-0.3869519166
-310.429951191,201.51720022,1.5476212756,0.0083300546,-0.0008098708,-0.3867864826
-310.41157503,201.509717317,1.567462574,0.0083132933,-0.0008798696,-0.3866213675
-310.393197635,201.502237445,1.5873038724,0.008295131,-0.0009510825,-0.3864565988
-310.374819009,201.494760598,1.6071451708,0.0082755439,-0.0010234921,-0.3862922046
-310.356439156,201.487286769,1.6269864692,0.0082545084,-0.0010970811,-0.3861282133
-310.338058079,201.47981595,1.6468277676,0.0082320012,-0.0011718319,-0.385964654
-310.319675783,201.472348134,1.666669066,0.0082079995,-0.0012477274,-0.385801556
-310.30129227,201.464883311,1.6865103644,0.0081824807,-0.00132475,-0.3856389493
-310.282907545,201.457421473,1.7063516628,0.0081554227,-0.0014028823,-0.3854768641
-310.264521614,201.449962609,1.7261929612,0.0081268035,-0.0014821071,-0.3853153313
-310.24613448,201.442506711,1.7460342596,0.0080966017,-0.0015624068,-0.3851543819
-310.227746148,201.435053766,1.7658755581,0.0080647961,-0.0016437642,-0.3849940477
-310.209356624,201.427603764,1.7857168565,0.008031366,-0.0017261618,-0.3848343606
-310.190965913,201.420156692,1.8055581549,0.0079962908,-0.0018095822,-0.3846753531
-310.172574021,201.412712539,1.8253994533,0.0079595504,-0.001894008,-0.384517058
-310.154180954,201.405271289,1.8452407517,0.0079211251,-0.0019794219,-0.3843595086
-310.135786717,201.397832931,1.8650820501,0.0078809954,-0.0020658065,-0.3842027385
-310.117391317,201.390397449,1.8849233485,0.0078391422,-0.0021531444,-0.3840467817
-310.098994762,201.382964828,1.9047646469,0.0077955468,-0.0022414182,-0.3838916725
-310.080597056,201.375535053,1.9246059453,0.0077501908,-0.0023306104,-0.3837374458
-310.062198209,201.368108106,1.9444472437,0.0077030562,-0.0024207038,-0.3835841366
-310.043798226,201.360683972,1.9642885421,0.0076541252,-0.0025116809,-0.3834317804
-310.025397117,201.353262633,1.9841298405,0.0076033804,-0.0026035244,-0.383280413
-310.006994887,201.345844069,2.0039711389,0.007550805,-0.0026962168,-0.3831300706
-309.988591547,201.338428262,2.0238124373,0.0074963821,-0.0027897408,-0.3829807897
-309.970187104,201.331015193,2.0436537357,0.0074400954,-0.0028840789,-0.382832607
-309.951781567,201.32360484,2.0634950341,0.0073819291,-0.0029792138,-0.3826855598
-309.933374945,201.316197184,2.0833363325,0.0073218673,-0.0030751282,-0.3825396854
-309.914967247,201.308792201,2.1031776309,0.0072598949,-0.0031718045,-0.3823950217
-309.896558482,201.30138987,2.1230189293,0.007195997,-0.0032692255,-0.3822516067
-309.87814866,201.293990167,2.1428602277,0.0071301588,-0.0033673737,-0.3821094787
-309.859737793,201.286593069,2.1627015262,0.0070623661,-0.0034662318,-0.3819686764
-309.841325888,201.279198551,2.1825428246,0.0069926051,-0.0035657823,-0.3818292387
-309.822912958,201.271806587,2.202384123,0.0069208622,-0.0036660079,-0.3816912048
-309.804499013,201.264417152,2.2222254214,0.006847124,-0.0037668912,-0.3815546141
-309.786084065,201.257030218,2.2420667198,0.0067713779,-0.0038684148,-0.3814195064
-309.767668124,201.249645758,2.2619080182,0.0066936112,-0.0039705613,-0.3812859216
-309.749251202,201.242263744,2.2817493166,0.0066138117,-0.0040733133,-0.3811539
-309.730833312,201.234884148,2.301590615,0.0065319676,-0.0041766534,-0.3810234819
-309.712414466,201.227506938,2.3214319134,0.0064480675,-0.0042805643,-0.3808947081
-309.693994676,201.220132084,2.3412732118,0.0063621001,-0.0043850286,-0.3807676195
-309.675573956,201.212759556,2.3611145102,0.0062740546,-0.0044900288,-0.3806422572
-309.657152318,201.20538932,2.3809558086,0.0061839206,-0.0045955476,-0.3805186626
-309.638729775,201.198021346,2.400797107,0.006091688,-0.0047015676,-0.3803968771
-309.620306342,201.190655597,2.4206384054,0.005997347,-0.0048080714,-0.3802769425
-309.601882033,201.183292041,2.4404797038,0.0059008882,-0.0049150416,-0.3801589008
-309.583456862,201.175930642,2.4603210022,0.0058023025,-0.0050224608,-0.380042794
-309.565030844,201.168571365,2.4801623006,0.0057015811,-0.0051303117,-0.3799286645
-309.546603993,201.161214171,2.500003599,0.0055987156,-0.0052385768,-0.3798165546
-309.528176325,201.153859025,2.5198448974,0.0054936981,-0.0053472388,-0.3797065071
-309.509747856,201.146505887,2.5396861958,0.0053865208,-0.0054562803,-0.3795985647
-309.4913186,201.139154719,2.5595274943,0.0052771763,-0.0055656839,-0.3794927703
-309.472888576,201.131805481,2.5793687927,0.0051656577,-0.0056754321,-0.379389167
-309.454457798,201.124458131,2.5992100911,0.0050519583,-0.0057855077,-0.379287798
-309.436026283,201.117112629,2.6190513895,0.0049360717,-0.0058958932,-0.3791887067
-309.41759405,201.109768932,2.6388926879,0.004817992,-0.0060065712,-0.3790919364
-309.399161114,201.102426997,2.6587339863,0.0046977135,-0.0061175244,-0.3789975308
-309.380727494,201.09508678,2.6785752847,0.004575231,-0.0062287354,-0.3789055335
-309.362293208,201.087748236,2.6984165831,0.0044505396,-0.0063401867,-0.3788159883
-309.343858275,201.080411321,2.7182578815,0.0043236345,-0.006451861,-0.3787289392
-309.325422711,201.073075986,2.7380991799,0.0041945116,-0.0065637409,-0.37864443
-309.306986538,201.065742186,2.7579404783,0.004063167,-0.006675809,-0.3785625048
-309.288549773,201.058409872,2.7777817767,0.003929597,-0.0067880479,-0.3784832077
-309.270112437,201.051078996,2.7976230751,0.0037937986,-0.0069004403,-0.3784065829
-309.251674548,201.043749507,2.8174643735,0.0036557687,-0.0070129687,-0.3783326746
-309.233236129,201.036421356,2.8373056719,0.003515505,-0.0071256158,-0.3782615273
-309.214797198,201.02909449,2.8571469703,0.0033730051,-0.0072383641,-0.3781931851
-309.196357777,201.021768859,2.8769882687,0.0032282674,-0.0073511963,-0.3781276925
-309.177917887,201.014444409,2.8968295671,0.0030812901,-0.007464095,-0.3780650938
-309.159477549,201.007121086,2.9166708655,0.0029320724,-0.0075770428,-0.3780054337
-309.141036785,200.999798836,2.9365121639,0.0027806132,-0.0076900223,-0.3779487564
-309.122595617,200.992477603,2.9563534624,0.0026269122,-0.0078030162,-0.3778951066
-309.104154068,200.985157331,2.9761947608,0.0024709693,-0.007916007,-0.3778445286
-309.085712159,200.977837964,2.9960360592,0.0023127846,-0.0080289773,-0.3777970669
-309.067269915,200.970519442,3.0158773576,0.0021523589,-0.0081419098,-0.3777527661
-309.048827359,200.963201708,3.035718656,0.0019896929,-0.0082547871,-0.3777116705
-309.030384513,200.955884702,3.0555599544,0.0018247879,-0.0083675918,-0.3776738247
-309.011941403,200.948568364,3.0754012528,0.0016576457,-0.0084803064,-0.377639273
-308.993498052,200.941252632,3.0952425512,0.0014882681,-0.0085929137,-0.3776080598
-308.975054485,200.933937445,3.1150838496,0.0013166574,-0.0087053962,-0.3775802294
-308.956610727,200.92662274,3.134925148,0.0011428163,-0.0088177366,-0.3775558262
-308.938166804,200.919308453,3.1547664464,0.0009667478,-0.0089299174,-0.3775348942
-308.91972274,200.911994519,3.1746077448,0.0007884551,-0.0090419212,-0.3775174778
-308.901278561,200.904680874,3.1944490432,0.0006079421,-0.0091537308,-0.377503621
-308.882834294,200.897367451,3.2142903416,0.0004252127,-0.0092653286,-0.3774933678
-308.864389966,200.890054184,3.23413164,0.0002402713,-0.0093766973,-0.3774867621
-308.845945603,200.882741005,3.2539729384,5.312267E-05,-0.0094878195,-0.3774838478
-308.827501232,200.875427845,3.2738142368,-0.0001362282,-0.0095986778,-0.3774846686
-308.809056881,200.868114635,3.2936555352,-0.0003277759,-0.0097092549,-0.3774892682
-308.790612578,200.860801306,3.3134968336,-0.0005215147,-0.0098195333,-0.3774976901
-308.77216835,200.853487785,3.333338132,-0.0007174384,-0.0099294957,-0.3775099777
-308.753724226,200.846174001,3.3531794304,-0.0009155407,-0.0100391246,-0.3775261743
-308.735280236,200.838859883,3.3730207289,-0.0011158146,-0.0101484027,-0.3775463231
-308.716836407,200.831545356,3.3928620273,-0.0013182532,-0.0102573126,-0.377570467
-308.698392769,200.824230347,3.4127033257,-0.0015228489,-0.0103658369,-0.3775986491
-308.679949353,200.81691478,3.4325446241,-0.0017295939,-0.0104739582,-0.3776309119
-308.661506188,200.80959858,3.4523859225,-0.00193848,-0.0105816592,-0.377667298
-308.643063304,200.802281671,3.4722272209,-0.0021494987,-0.0106889224,-0.3777078499
-308.624620732,200.794963976,3.4920685193,-0.0023626412,-0.0107957304,-0.3777526097
-308.606178504,200.787645415,3.5119098177,-0.0025778982,-0.0109020659,-0.3778016196
-308.587736649,200.780325912,3.5317511161,-0.0027952602,-0.0110079115,-0.3778549213
-308.569295201,200.773005385,3.5515924145,-0.0030147173,-0.0111132498,-0.3779125566
-308.550854191,200.765683755,3.5714337129,-0.0032362593,-0.0112180633,-0.3779745669
-308.532413651,200.758360942,3.5912750113,-0.0034598756,-0.0113223348,-0.3780409935
-308.513973613,200.751036862,3.6111163097,-0.0036855553,-0.0114260468,-0.3781118774
-308.495534112,200.743711434,3.6309576081,-0.003913287,-0.0115291819,-0.3781872595
-308.477095179,200.736384573,3.6507989065,-0.0041430592,-0.0116317228,-0.3782671803
-308.458656848,200.729056198,3.6706402049,-0.0043748599,-0.0117336521,-0.3783516803
-308.440219154,200.721726221,3.6904815033,-0.0046086769,-0.0118349523,-0.3784407995
-308.42178213,200.714394559,3.7103228017,-0.0048444973,-0.0119356061,-0.3785345778
-308.403345811,200.707061124,3.7301641001,-0.0050823083,-0.0120355961,-0.3786330549
-308.384910232,200.69972583,3.7500053985,-0.0053220965,-0.0121349049,-0.3787362701
-308.366475427,200.69238859,3.769846697,-0.0055638482,-0.0122335151,-0.3788442625
-308.348041433,200.685049314,3.7896879954,-0.0058075494,-0.0123314094,-0.3789570709
-308.329608284,200.677707914,3.8095292938,-0.0060531857,-0.0124285703,-0.3790747339
-308.311176017,200.670364301,3.8293705922,-0.0063007424,-0.0125249804,-0.3791972897
-308.292744669,200.663018383,3.8492118906,-0.0065502044,-0.0126206224,-0.3793247763
-308.274314275,200.65567007,3.869053189,-0.0068015563,-0.0127154789,-0.3794572313
-308.255884873,200.648319269,3.8888944874,-0.0070547823,-0.0128095325,-0.3795946921
-308.2374565,200.640965889,3.9087357858,-0.0073098664,-0.0129027658,-0.3797371957
-308.219029194,200.633609836,3.9285770842,-0.007566792,-0.0129951614,-0.3798847788
-308.200602993,200.626251016,3.9484183826,-0.0078255425,-0.013086702,-0.3800374777
-308.182177934,200.618889336,3.968259681,-0.0080861006,-0.01317737,-0.3801953286
-308.163754057,200.611524699,3.9881009794,-0.0083484488,-0.0132671482,-0.3803583671
-308.1453314,200.604157011,4.0079422778,-0.0086125695,-0.0133560192,-0.3805266285
-308.126910003,200.596786174,4.0277835762,-0.0088784443,-0.0134439656,-0.3807001478
-308.108489904,200.589412093,4.0476248746,-0.0091460547,-0.0135309699,-0.3808789597
-308.090071143,200.582034668,4.067466173,-0.0094153819,-0.0136170149,-0.3810630983
-308.071653762,200.574653804,4.0873074714,-0.0096864067,-0.0137020831,-0.3812525977
-308.053237799,200.567269399,4.1071487698,-0.0099591096,-0.013786157,-0.3814474912
-308.034823295,200.559881356,4.1269900682,-0.0102334706,-0.0138692195,-0.381647812
-308.016410292,200.552489573,4.1468313667,-0.0105094694,-0.0139512529,-0.3818535927
-307.997998831,200.545093952,4.1666726651,-0.0107870856,-0.01403224,-0.3820648657
-307.979588953,200.537694389,4.1865139635,-0.0110662981,-0.0141121634,-0.3822816628
-307.961180701,200.530290785,4.2063552619,-0.0113470857,-0.0141910057,-0.3825040156
-307.942774116,200.522883037,4.2261965603,-0.0116294268,-0.0142687495,-0.382731955
-307.92436924,200.515471041,4.2460378587,-0.0119132994,-0.0143453774,-0.3829655116
-307.905966117,200.508054695,4.2658791571,-0.0121986811,-0.014420872,-0.3832047156
-307.88756479,200.500633895,4.2857204555,-0.0124855494,-0.0144952159,-0.3834495967
-307.869165301,200.493208537,4.3055617539,-0.0127738812,-0.0145683918,-0.3837001843
-307.850767696,200.485778515,4.3254030523,-0.0130636532,-0.0146403822,-0.383956507
-307.832372016,200.478343725,4.3452443507,-0.0133548417,-0.0147111698,-0.3842185933
-307.813978308,200.470904061,4.3650856491,-0.0136474225,-0.0147807371,-0.3844864711
-307.795586614,200.463459416,4.3849269475,-0.0139413715,-0.0148490669,-0.3847601676
-307.777196981,200.456009684,4.4047682459,-0.0142366638,-0.0149161417,-0.3850397098
-307.758809453,200.448554758,4.4246095443,-0.0145332743,-0.014981944,-0.3853251241
-307.740424075,200.44109453,4.4444508427,-0.0148311777,-0.0150464566,-0.3856164364
-307.722040893,200.433628892,4.4642921411,-0.0151303481,-0.0151096621,-0.3859136721
-307.703659954,200.426157735,4.4841334395,-0.0154307596,-0.015171543,-0.3862168561
-307.685281302,200.418680952,4.5039747379,-0.0157323855,-0.0152320819,-0.3865260127
-307.666904986,200.411198431,4.5238160363,-0.0160351991,-0.0152912616,-0.3868411659
-307.648531051,200.403710065,4.5436573348,-0.0163391734,-0.0153490645,-0.3871623388
-307.630159545,200.396215742,4.5634986332,-0.0166442807,-0.0154054733,-0.3874895542
-307.611790514,200.388715352,4.5833399316,-0.0169504932,-0.0154604706,-0.3878228343
-307.593424008,200.381208785,4.60318123,-0.0172577828,-0.0155140391,-0.3881622009
-307.575060072,200.373695929,4.6230225284,-0.017566121,-0.0155661613,-0.3885076749
-307.556698757,200.366176673,4.6428638268,-0.0178754789,-0.0156168198,-0.3888592769
-307.538340109,200.358650906,4.6627051252,-0.0181858272,-0.0156659973,-0.3892170269
-307.519984178,200.351118514,4.6825464236,-0.0184971364,-0.0157136763,-0.3895809441
-307.501631013,200.343579386,4.702387722,-0.0188093766,-0.0157598396,-0.3899510474
-307.483280663,200.33603341,4.7222290204,-0.0191225176,-0.0158044696,-0.390327355
-307.464933177,200.328480471,4.7420703188,-0.0194365288,-0.015847549,-0.3907098844
-307.446588606,200.320920457,4.7619116172,-0.0197513791,-0.0158890605,-0.3910986525
-307.428246998,200.313353255,4.7817529156,-0.0200670375,-0.0159289866,-0.3914936757
-307.409908405,200.305778751,4.801594214,-0.0203834721,-0.0159673099,-0.3918949698
-307.391572877,200.29819683,4.8214355124,-0.0207006511,-0.0160040131,-0.3923025497
-307.373240464,200.290607379,4.8412768108,-0.0210185421,-0.0160390788,-0.3927164301
-307.354911218,200.283010283,4.8611181092,-0.0213371124,-0.0160724895,-0.3931366246
-307.33658519,200.275405429,4.8809594076,-0.0216563291,-0.0161042279,-0.3935631464
-307.318262432,200.2677927,4.900800706,-0.0219761588,-0.0161342766,-0.393996008
-307.299942994,200.260171983,4.9206420044,-0.0222965678,-0.0161626183,-0.3944352213
-307.28162693,200.252543162,4.9404833029,-0.0226175221,-0.0161892354,-0.3948807973
-307.263314291,200.244906123,4.9603246013,-0.0229389872,-0.0162141107,-0.3953327466
-307.24500513,200.237260749,4.9801658997,-0.0232609285,-0.0162372268,-0.395791079
-307.2266995,200.229606926,5.0000071981,-0.0235833108,-0.0162585662,-0.3962558036
-307.208371312,200.221933603,5.0198768331,-0.0239086735,-0.0164909293,-0.3967276202
-307.190046776,200.21425156,5.0397464681,-0.0242386383,-0.0167217862,-0.3972059473
-307.171725943,200.206560692,5.0596161031,-0.0245731751,-0.0169511328,-0.3976908762
-307.153408867,200.198860879,5.0794857381,-0.0249122539,-0.017178965,-0.3981824974
-307.135095605,200.191152001,5.0993553731,-0.0252558446,-0.0174052787,-0.3986809009
-307.116786213,200.183433933,5.1192250081,-0.0256039169,-0.0176300699,-0.399186176
-307.098480751,200.175706551,5.1390946431,-0.0259564406,-0.0178533345,-0.3996984114
-307.080179276,200.167969729,5.1589642781,-0.0263133852,-0.0180750685,-0.4002176952
-307.061881849,200.16022334,5.1788339131,-0.0266747204,-0.0182952678,-0.4007441152
-307.04358853,200.152467253,5.1987035481,-0.0270404156,-0.0185139284,-0.401277758
-307.025299381,200.144701339,5.2185731831,-0.0274104402,-0.0187310461,-0.4018187102
-307.007014465,200.136925465,5.2384428181,-0.0277847635,-0.018946617,-0.4023670574
-306.988733844,200.129139497,5.2583124531,-0.0281633547,-0.0191606369,-0.4029228847
-306.970457584,200.121343301,5.2781820881,-0.0285461829,-0.0193731018,-0.4034862766
-306.952185748,200.11353674,5.2980517231,-0.0289332173,-0.0195840076,-0.404057317
-306.933918403,200.105719675,5.3179213581,-0.0293244267,-0.0197933504,-0.4046360892
-306.915655616,200.097891968,5.3377909931,-0.0297197802,-0.0200011259,-0.4052226758
-306.897397455,200.090053477,5.3576606281,-0.0301192465,-0.0202073302,-0.4058171588
-306.879143988,200.082204061,5.3775302631,-0.0305227943,-0.0204119592,-0.4064196197
-306.860895285,200.074343576,5.3973998981,-0.0309303924,-0.0206150088,-0.4070301392
-306.842651417,200.066471877,5.4172695331,-0.0313420092,-0.020816475,-0.4076487975
-306.824412454,200.058588818,5.4371391681,-0.0317576134,-0.0210163537,-0.4082756742
-306.806178469,200.050694252,5.4570088031,-0.0321771732,-0.0212146409,-0.4089108481
-306.787949535,200.042788029,5.4768784381,-0.0326006571,-0.0214113324,-0.4095543975
-306.769725727,200.03487,5.4967480731,-0.0330280334,-0.0216064243,-0.4102064002
-306.751507119,200.026940013,5.5166177081,-0.0334592701,-0.0217999125,-0.410866933
-306.733293787,200.018997915,5.5364873431,-0.0338943353,-0.0219917928,-0.4115360725
-306.715085808,200.011043553,5.5563569781,-0.0343331972,-0.0221820613,-0.4122138943
-306.696883259,200.003076771,5.5762266131,-0.0347758235,-0.0223707139,-0.4129004736
-306.67868622,199.995097414,5.5960962481,-0.0352221823,-0.0225577465,-0.4135958849
-306.66049477,199.987105323,5.6159658831,-0.0356722412,-0.022743155,-0.4143002019
-306.642308989,199.97910034,5.6358355181,-0.0361259679,-0.0229269355,-0.415013498
-306.624128959,199.971082305,5.6557051532,-0.03658333,-0.0231090838,-0.4157358456
-306.605954762,199.963051057,5.6755747882,-0.0370442952,-0.0232895959,-0.4164673167
-306.587786481,199.955006434,5.6954444232,-0.0375088307,-0.0234684677,-0.4172079825
-306.569624202,199.946948273,5.7153140582,-0.037976904,-0.0236456951,-0.4179579137
-306.551468007,199.938876408,5.7351836932,-0.0384484824,-0.0238212742,-0.4187171802
-306.533317985,199.930790676,5.7550533282,-0.0389235331,-0.0239952008,-0.4194858513
-306.515174222,199.922690908,5.7749229632,-0.0394020232,-0.0241674708,-0.4202639957
-306.497036806,199.914576938,5.7947925982,-0.0398839198,-0.0243380803,-0.4210516815
-306.478905826,199.906448597,5.8146622332,-0.0403691898,-0.0245070251,-0.4218489759
-306.460781371,199.898305715,5.8345318682,-0.0408578,-0.0246743012,-0.4226559458
-306.442663533,199.890148122,5.8544015032,-0.0413497174,-0.0248399045,-0.423472657
-306.424552404,199.881975646,5.8742711382,-0.0418449086,-0.0250038311,-0.424299175
-306.406448076,199.873788114,5.8941407732,-0.0423433403,-0.0251660767,-0.4251355646
-306.388350643,199.865585354,5.9140104082,-0.0428449789,-0.0253266373,-0.4259818897
-306.370260199,199.857367189,5.9338800432,-0.0433497911,-0.025485509,-0.4268382138
-306.352176842,199.849133445,5.9537496782,-0.0438577433,-0.0256426875,-0.4277045996
-306.334100666,199.840883946,5.9736193132,-0.0443688016,-0.025798169,-0.4285811091
-306.31603177,199.832618514,5.9934889482,-0.0448829324,-0.0259519492,-0.4294678037
-306.297970252,199.824336971,6.0133585832,-0.0454001018,-0.0261040242,-0.4303647442
-306.279916213,199.816039139,6.0332282182,-0.0459202759,-0.0262543898,-0.4312719905
-306.261869752,199.807724837,6.0530978532,-0.0464434208,-0.0264030421,-0.4321896021
-306.243830971,199.799393885,6.0729674882,-0.0469695022,-0.026549977,-0.4331176376
-306.225799973,199.791046101,6.0928371232,-0.0474984861,-0.0266951903,-0.434056155
-306.207776862,199.782681304,6.1127067582,-0.0480303381,-0.0268386781,-0.4350052117
-306.189761742,199.774299311,6.1325763932,-0.0485650241,-0.0269804362,-0.4359648644
-306.171754719,199.765899937,6.1524460282,-0.0491025095,-0.0271204606,-0.4369351689
-306.153755899,199.757482998,6.1723156632,-0.0496427599,-0.0272587474,-0.4379161806
-306.135765391,199.74904831,6.1921852982,-0.0501857407,-0.0273952923,-0.438907954
-306.117783302,199.740595687,6.2120549332,-0.0507314172,-0.0275300913,-0.4399105431
-306.099809743,199.732124941,6.2319245682,-0.0512797548,-0.0276631404,-0.4409240011
-306.081844824,199.723635886,6.2517942032,-0.0518307186,-0.0277944355,-0.4419483805
-306.063888657,199.715128335,6.2716638382,-0.0523842737,-0.0279239725,-0.4429837332
-306.045941355,199.706602098,6.2915334732,-0.0529403852,-0.0280517475,-0.4440301103
-306.028003032,199.698056987,6.3114031082,-0.053499018,-0.0281777563,-0.4450875622
-306.010073803,199.689492812,6.3312727432,-0.054060137,-0.0283019948,-0.4461561387
-305.992153783,199.680909383,6.3511423782,-0.0546237069,-0.028424459,-0.4472358888
-305.97424309,199.67230651,6.3710120132,-0.0551896924,-0.0285451449,-0.4483268609
-305.956341842,199.663684001,6.3908816483,-0.0557580583,-0.0286640484,-0.4494291026
-305.938450157,199.655041664,6.4107512833,-0.056328769,-0.0287811653,-0.450542661
-305.920568157,199.646379308,6.4306209183,-0.0569017889,-0.0288964918,-0.4516675821
