x,y,s,kappa,dkappa,theta
-314.054612637,203.567257645,2.1438013779,0.0036163209,-0.0006544467,2.8231195818
-314.073464708,203.573472341,2.1636513906,0.003603123,-0.0006753335,2.8231912355
-314.092317222,203.579685689,2.1835014034,0.0035895093,-0.0006963487,2.8232626231
-314.11117018,203.585897694,2.2033514162,0.0035754772,-0.0007174879,2.8233337364
-314.130023578,203.592108361,2.2232014289,0.0035610242,-0.0007387469,2.8234045669
-314.148877415,203.598317695,2.2430514417,0.0035461481,-0.0007601211,2.8234751063
-314.16773169,203.604525701,2.2629014544,0.0035308467,-0.0007816061,2.8235453462
-314.186586399,203.610732387,2.2827514672,0.0035151177,-0.0008031976,2.8236152782
-314.205441541,203.616937756,2.30260148,0.003498959,-0.0008248911,2.8236848937
-314.224297115,203.623141816,2.3224514927,0.0034823688,-0.0008466823,2.8237541841
-314.243153117,203.629344573,2.3423015055,0.0034653451,-0.0008685667,2.8238231409
-314.262009545,203.635546033,2.3621515182,0.0034478861,-0.00089054,2.8238917555
-314.280866399,203.641746202,2.382001531,0.0034299901,-0.0009125976,2.8239600192
-314.299723674,203.647945087,2.4018515437,0.0034116554,-0.0009347353,2.8240279233
-314.318581369,203.654142696,2.4217015565,0.0033928806,-0.0009569486,2.8240954591
-314.337439481,203.660339034,2.4415515693,0.0033736641,-0.0009792331,2.8241626178
-314.356298008,203.666534109,2.461401582,0.0033540045,-0.0010015844,2.8242293907
-314.375156948,203.672727929,2.4812515948,0.0033339007,-0.0010239981,2.8242957689
-314.394016297,203.678920501,2.5011016075,0.0033133514,-0.0010464698,2.8243617437
-314.412876054,203.685111832,2.5209516203,0.0032923555,-0.0010689951,2.8244273061
-314.431736215,203.691301931,2.540801633,0.0032709119,-0.0010915696,2.8244924473
-314.450596778,203.697490805,2.5606516458,0.0032490199,-0.0011141889,2.8245571584
-314.469457741,203.703678463,2.5805016586,0.0032266784,-0.0011368485,2.8246214305
-314.488319099,203.709864913,2.6003516713,0.0032038867,-0.0011595441,2.8246852547
-314.507180851,203.716050163,2.6202016841,0.0031806442,-0.0011822713,2.8247486219
-314.526042993,203.722234222,2.6400516968,0.0031569503,-0.0012050257,2.8248115234
-314.544905523,203.7284171,2.6599017096,0.0031328045,-0.0012278028,2.82487395
-314.563768438,203.734598804,2.6797517224,0.0031082064,-0.0012505983,2.8249358928
-314.582631733,203.740779345,2.6996017351,0.0030831556,-0.0012734077,2.8249973428
-314.601495407,203.746958731,2.7194517479,0.003057652,-0.0012962266,2.8250582911
-314.620359456,203.753136973,2.7393017606,0.0030316954,-0.0013190507,2.8251187287
-314.639223877,203.759314079,2.7591517734,0.0030052857,-0.0013418756,2.8251786465
-314.658088666,203.765490059,2.7790017861,0.0029784229,-0.0013646967,2.8252380356
-314.67695382,203.771664925,2.7988517989,0.0029511072,-0.0013875098,2.825296887
-314.695819336,203.777838685,2.8187018117,0.0029233388,-0.0014103104,2.8253551917
-314.71468521,203.784011351,2.8385518244,0.002895118,-0.0014330942,2.8254129406
-314.733551439,203.790182932,2.8584018372,0.0028664451,-0.0014558566,2.8254701249
-314.752418019,203.79635344,2.8782518499,0.0028373206,-0.0014785934,2.8255267356
-314.771284946,203.802522886,2.8981018627,0.0028077451,-0.0015013,2.8255827636
-314.790152217,203.808691279,2.9179518755,0.0027777192,-0.0015239722,2.8256382001
-314.809019829,203.814858633,2.9378018882,0.0027472436,-0.0015466054,2.8256930362
-314.827887776,203.821024958,2.957651901,0.0027163192,-0.0015691953,2.8257472628
-314.846756056,203.827190265,2.9775019137,0.0026849468,-0.0015917376,2.8258008712
-314.865624665,203.833354567,2.9973519265,0.0026531275,-0.0016142277,2.8258538523
-314.884493598,203.839517875,3.0172019392,0.0026208623,-0.0016366612,2.8259061974
-314.903362852,203.845680201,3.037051952,0.0025881524,-0.0016590339,2.8259578977
-314.922232422,203.851841558,3.0569019648,0.0025549991,-0.0016813412,2.8260089442
-314.941102305,203.858001958,3.0767519775,0.0025214036,-0.0017035787,2.8260593283
-314.959972496,203.864161413,3.0966019903,0.0024873674,-0.0017257422,2.8261090411
-314.978842992,203.870319937,3.116452003,0.0024528921,-0.001747827,2.8261580739
-314.997713787,203.876477542,3.1363020158,0.0024179792,-0.001769829,2.8262064181
-315.016584877,203.882634242,3.1561520286,0.0023826304,-0.0017917435,2.8262540649
-315.035456259,203.888790048,3.1760020413,0.0023468476,-0.0018135663,2.8263010057
-315.054327927,203.894944976,3.1958520541,0.0023106324,-0.001835293,2.8263472319
-315.073199878,203.901099038,3.2157020668,0.002273987,-0.001856919,2.826392735
-315.092072107,203.907252249,3.2355520796,0.0022369134,-0.0018784401,2.8264375064
-315.110944608,203.913404621,3.2554020923,0.0021994136,-0.0018998518,2.8264815377
-315.129817379,203.919556169,3.2752521051,0.00216149,-0.0019211497,2.8265248204
-315.148690413,203.925706908,3.2951021179,0.0021231447,-0.0019423295,2.8265673461
-315.167563706,203.931856851,3.3149521306,0.0020843803,-0.0019633866,2.8266091065
-315.186437254,203.938006014,3.3348021434,0.0020451991,-0.0019843167,2.8266500933
-315.205311052,203.94415441,3.3546521561,0.0020056037,-0.0020051155,2.8266902983
-315.224185094,203.950302055,3.3745021689,0.0019655968,-0.0020257784,2.8267297131
-315.243059376,203.956448963,3.3943521816,0.0019251812,-0.0020463011,2.8267683298
-315.261933893,203.96259515,3.4142021944,0.0018843596,-0.0020666792,2.8268061402
-315.28080864,203.968740631,3.4340522072,0.001843135,-0.0020869083,2.8268431362
-315.299683611,203.974885422,3.4539022199,0.0018015103,-0.0021069839,2.82687931
-315.318558803,203.981029537,3.4737522327,0.0017594887,-0.0021269017,2.8269146536
-315.337434209,203.987172994,3.4936022454,0.0017170733,-0.0021466573,2.8269491592
-315.356309824,203.993315807,3.5134522582,0.0016742674,-0.0021662462,2.8269828189
-315.375185644,203.999457993,3.533302271,0.0016310744,-0.0021856641,2.8270156251
-315.394061662,204.005599567,3.5531522837,0.0015874977,-0.0022049065,2.8270475701
-315.412937874,204.011740547,3.5730022965,0.0015435408,-0.0022239691,2.8270786463
-315.431814274,204.017880948,3.5928523092,0.0014992073,-0.0022428474,2.8271088462
-315.450690856,204.024020788,3.612702322,0.0014545009,-0.002261537,2.8271381624
-315.469567616,204.030160083,3.6325523347,0.0014094255,-0.0022800336,2.8271665875
-315.488444548,204.03629885,3.6524023475,0.0013639848,-0.0022983327,2.8271941142
-315.507321646,204.042437105,3.6722523603,0.0013181829,-0.0023164299,2.8272207353
-315.526198905,204.048574867,3.692102373,0.0012720239,-0.0023343209,2.8272464437
-315.545076318,204.054712152,3.7119523858,0.0012255117,-0.0023520011,2.8272712323
-315.563953881,204.060848977,3.7318023985,0.0011786508,-0.0023694663,2.8272950942
-315.582831587,204.066985362,3.7516524113,0.0011314453,-0.0023867119,2.8273180225
-315.601709431,204.073121322,3.7715024241,0.0010838997,-0.0024037337,2.8273400104
-315.620587407,204.079256876,3.7913524368,0.0010360185,-0.0024205271,2.8273610512
-315.63946551,204.085392042,3.8112024496,0.0009878063,-0.0024370879,2.8273811382
-315.658343732,204.091526837,3.8310524623,0.0009392677,-0.0024534115,2.8274002649
-315.677222069,204.097661281,3.8509024751,0.0008904074,-0.0024694936,2.827418425
-315.696100515,204.103795391,3.8707524878,0.0008412303,-0.0024853298,2.827435612
-315.714979063,204.109929186,3.8906025006,0.0007917414,-0.0025009156,2.8274518198
-315.733857707,204.116062684,3.9104525134,0.0007419456,-0.0025162467,2.8274670421
-315.752736441,204.122195904,3.9303025261,0.000691848,-0.0025313187,2.8274812731
-315.77161526,204.128328864,3.9501525389,0.0006414539,-0.0025461271,2.8274945066
-315.790494157,204.134461585,3.9700025516,0.0005907685,-0.0025606676,2.8275067369
-315.809373126,204.140594084,3.9898525644,0.0005397972,-0.0025749357,2.8275179582
-315.82825216,204.146726381,4.0097025772,0.0004885453,-0.0025889271,2.827528165
-315.847131254,204.152858494,4.0295525899,0.0004370185,-0.0026026373,2.8275373516
-315.866010401,204.158990444,4.0494026027,0.0003852224,-0.0026160619,2.8275455128
-315.884889595,204.16512225,4.0692526154,0.0003331627,-0.0026291966,2.8275526432
-315.90376883,204.171253931,4.0891026282,0.0002808452,-0.0026420369,2.8275587377
-315.922648099,204.177385506,4.1089526409,0.0002282758,-0.0026545784,2.8275637911
-315.941527395,204.183516996,4.1288026537,0.0001754604,-0.0026668167,2.8275677986
-315.960406713,204.18964842,4.1486526665,0.0001224051,-0.0026787474,2.8275707553
-315.979286046,204.195779798,4.1685026792,6.9116124E-05,-0.0026903661,2.8275726566
-315.998165387,204.201911151,4.188352692,1.559962E-05,-0.0027016684,2.8275734977
-316.01704473,204.208042498,4.2082027047,-3.8138059E-05,-0.00271265,2.8275732744
-316.035924069,204.214173858,4.2280527175,-9.2090501E-05,-0.0027233063,2.8275719822
-316.054803396,204.220305254,4.2479027302,-0.0001462512,-0.002733633,2.827569617
-316.073682705,204.226436704,4.267752743,-0.0002006136,-0.0027436256,2.8275661747
-316.09256199,204.232568229,4.2876027558,-0.000255171,-0.0027532799,2.8275616514
-316.111441244,204.238699851,4.3074527685,-0.0003099166,-0.0027625913,2.8275560432
-316.130320461,204.244831588,4.3273027813,-0.0003648436,-0.0027715555,2.8275493465
-316.149199632,204.250963462,4.347152794,-0.0004199451,-0.0027801681,2.8275415577
-316.168078753,204.257095493,4.3670028068,-0.000475214,-0.0027884246,2.8275326735
-316.186957816,204.263227702,4.3868528196,-0.0005306432,-0.0027963206,2.8275226907
-316.205836814,204.269360111,4.4067028323,-0.0005862256,-0.0028038518,2.827511606
-316.224715741,204.275492739,4.4265528451,-0.0006419538,-0.0028110138,2.8274994165
-316.24359459,204.281625607,4.4464028578,-0.0006978204,-0.0028178021,2.8274861195
-316.262473354,204.287758737,4.4662528706,-0.0007538181,-0.0028242123,2.8274717122
-316.281352026,204.29389215,4.4861028833,-0.0008099392,-0.0028302401,2.8274561921
-316.300230599,204.300025866,4.5059528961,-0.0008661761,-0.002835881,2.8274395568
-316.319109067,204.306159906,4.5258029089,-0.0009225212,-0.0028411306,2.8274218041
-316.337987423,204.312294293,4.5456529216,-0.0009789665,-0.0028459845,2.827402932
-316.356865659,204.318429046,4.5655029344,-0.0010355042,-0.0028504383,2.8273829385
-316.375743769,204.324564187,4.5853529471,-0.0010921263,-0.0028544876,2.8273618219
-316.394621747,204.330699738,4.6052029599,-0.0011488247,-0.0028581281,2.8273395806
-316.413499584,204.336835719,4.6250529727,-0.0012055913,-0.0028613552,2.8273162131
-316.432377274,204.342972151,4.6449029854,-0.0012624178,-0.0028641646,2.8272917182
-316.451254811,204.349109057,4.6647529982,-0.0013192959,-0.0028665519,2.8272660947
-316.470132187,204.355246457,4.6846030109,-0.0013762172,-0.0028685127,2.8272393418
-316.489009396,204.361384373,4.7044530237,-0.0014331731,-0.0028700426,2.8272114586
-316.507886429,204.367522826,4.7243030364,-0.0014901551,-0.0028711371,2.8271824446
-316.526763281,204.373661837,4.7441530492,-0.0015471544,-0.002871792,2.8271522993
-316.545639945,204.379801428,4.764003062,-0.0016041623,-0.0028720026,2.8271210225
-316.564516413,204.38594162,4.7838530747,-0.00166117,-0.0028717648,2.8270886141
-316.583392679,204.392082435,4.8037030875,-0.0017181685,-0.002871074,2.8270550741
-316.602268735,204.398223893,4.8235531002,-0.0017751487,-0.0028699258,2.8270204028
-316.621144575,204.404366017,4.843403113,-0.0018321015,-0.0028683159,2.8269846008
-316.640020191,204.410508827,4.8632531258,-0.0018890178,-0.0028662398,2.8269476686
-316.658895577,204.416652344,4.8831031385,-0.0019458882,-0.0028636932,2.8269096071
-316.677770726,204.422796591,4.9029531513,-0.0020027034,-0.0028606716,2.8268704172
-316.69664563,204.428941588,4.922803164,-0.0020594538,-0.0028571706,2.8268301001
-316.715520283,204.435087357,4.9426531768,-0.0021161299,-0.0028531858,2.8267886573
-316.734394679,204.441233918,4.9625031895,-0.0021727221,-0.0028487129,2.8267460903
-316.753268808,204.447381294,4.9823532023,-0.0022292206,-0.0028437474,2.8267024008
-316.772169681,204.45353832,5.0022316293,-0.0022868672,-0.0029557514,2.8266575181
-316.791070275,204.459696191,5.0221100563,-0.0023467157,-0.0030652959,2.8266114675
-316.809970583,204.465854945,5.0419884832,-0.0024087175,-0.0031723943,2.8265642058
-316.828870595,204.472014603,5.0618669102,-0.002472824,-0.0032770602,2.8265156906
-316.847770305,204.47817519,5.0817453372,-0.0025389871,-0.0033793071,2.8264658805
-316.866669703,204.484336731,5.1016237642,-0.0026071587,-0.0034791485,2.8264147351
-316.885568783,204.490499252,5.1215021911,-0.0026772912,-0.003576598,2.8263622151
-316.904467534,204.496662779,5.1413806181,-0.0027493372,-0.0036716691,2.8263082818
-316.923365948,204.502827339,5.1612590451,-0.0028232496,-0.0037643753,2.8262528977
-316.942264017,204.508992959,5.1811374721,-0.0028989814,-0.0038547301,2.8261960262
-316.961161729,204.515159668,5.201015899,-0.002976486,-0.0039427471,2.8261376316
-316.980059077,204.521327496,5.220894326,-0.0030557172,-0.0040284398,2.826077679
-316.998956051,204.527496471,5.240772753,-0.0031366288,-0.0041118216,2.8260161347
-317.017852639,204.533666625,5.26065118,-0.003219175,-0.0041929062,2.8259529657
-317.036748833,204.539837988,5.2805296069,-0.0033033104,-0.004271707,2.8258881399
-317.055644622,204.546010592,5.3004080339,-0.0033889896,-0.0043482376,2.8258216263
-317.074539994,204.552184469,5.3202864609,-0.0034761677,-0.0044225116,2.8257533944
-317.09343494,204.558359651,5.3401648879,-0.0035647999,-0.0044945423,2.8256834151
-317.112329448,204.564536173,5.3600433148,-0.0036548418,-0.0045643434,2.8256116599
-317.131223508,204.570714067,5.3799217418,-0.0037462492,-0.0046319284,2.8255381011
-317.150117107,204.576893368,5.3998001688,-0.0038389781,-0.0046973107,2.825462712
-317.169010235,204.583074111,5.4196785958,-0.003932985,-0.004760504,2.8253854669
-317.187902879,204.589256332,5.4395570227,-0.0040282264,-0.0048215218,2.8253063407
-317.206795028,204.595440065,5.4594354497,-0.0041246592,-0.0048803775,2.8252253094
-317.22568667,204.601625347,5.4793138767,-0.0042222406,-0.0049370847,2.8251423497
-317.244577793,204.607812215,5.4991923037,-0.004320928,-0.0049916569,2.8250574391
-317.263468385,204.614000705,5.5190707306,-0.0044206791,-0.0050441077,2.8249705561
-317.282358432,204.620190856,5.5389491576,-0.0045214519,-0.0050944506,2.82488168
-317.301247923,204.626382704,5.5588275846,-0.0046232045,-0.005142699,2.8247907909
-317.320136845,204.632576288,5.5787060116,-0.0047258956,-0.0051888666,2.8246978697
-317.339025185,204.638771647,5.5985844385,-0.0048294838,-0.0052329668,2.8246028982
-317.35791293,204.644968819,5.6184628655,-0.0049339283,-0.0052750132,2.824505859
-317.376800068,204.651167844,5.6383412925,-0.0050391883,-0.0053150192,2.8244067354
-317.395686584,204.65736876,5.6582197195,-0.0051452233,-0.0053529985,2.8243055116
-317.414572466,204.663571608,5.6780981464,-0.0052519933,-0.0053889646,2.8242021726
-317.4334577,204.669776428,5.6979765734,-0.0053594583,-0.0054229309,2.8240967042
-317.452342273,204.67598326,5.7178550004,-0.0054675788,-0.005454911,2.823989093
-317.471226171,204.682192145,5.7377334274,-0.0055763154,-0.0054849184,2.8238793264
-317.490109381,204.688403122,5.7576118543,-0.0056856289,-0.0055129666,2.8237673925
-317.508991889,204.694616234,5.7774902813,-0.0057954807,-0.0055390693,2.8236532801
-317.527873681,204.700831521,5.7973687083,-0.0059058321,-0.0055632398,2.8235369791
-317.546754743,204.707049025,5.8172471353,-0.0060166449,-0.0055854917,2.8234184798
-317.565635061,204.713268787,5.8371255622,-0.006127881,-0.0056058386,2.8232977734
-317.584514622,204.719490849,5.8570039892,-0.0062395029,-0.0056242939,2.8231748519
-317.60339341,204.725715252,5.8768824162,-0.0063514728,-0.0056408712,2.8230497081
-317.622271413,204.731942039,5.8967608432,-0.0064637538,-0.005655584,2.8229223353
-317.641148615,204.738171251,5.9166392701,-0.0065763088,-0.0056684459,2.8227927278
-317.660025003,204.744402932,5.9365176971,-0.0066891012,-0.0056794703,2.8226608804
-317.678900562,204.750637122,5.9563961241,-0.0068020946,-0.0056886708,2.8225267888
-317.697775278,204.756873864,5.9762745511,-0.0069152529,-0.0056960609,2.8223904494
-317.716649137,204.763113201,5.996152978,-0.0070285401,-0.0057016542,2.8222518593
-317.735522123,204.769355175,6.016031405,-0.0071419209,-0.0057054641,2.8221110161
-317.754394223,204.775599828,6.035909832,-0.0072553597,-0.0057075042,2.8219679186
-317.773265423,204.781847203,6.055788259,-0.0073688216,-0.005707788,2.8218225657
-317.792135707,204.788097342,6.075666686,-0.0074822719,-0.0057063291,2.8216749575
-317.811005061,204.794350288,6.0955451129,-0.0075956759,-0.0057031408,2.8215250944
-317.829873471,204.800606083,6.1154235399,-0.0077089994,-0.0056982369,2.8213729778
-317.848740922,204.806864769,6.1353019669,-0.0078222086,-0.0056916308,2.8212186096
-317.867607399,204.813126388,6.1551803939,-0.0079352696,-0.005683336,2.8210619924
-317.886472889,204.819390984,6.1750588208,-0.008048149,-0.0056733661,2.8209031295
-317.905337376,204.825658598,6.1949372478,-0.0081608138,-0.0056617345,2.8207420247
-317.924200846,204.831929272,6.2148156748,-0.0082732309,-0.0056484549,2.8205786828
-317.943063285,204.838203048,6.2346941018,-0.0083853677,-0.0056335407,2.820413109
-317.961924677,204.844479968,6.2545725287,-0.008497192,-0.0056170054,2.8202453091
-317.98078501,204.850760074,6.2744509557,-0.0086086715,-0.0055988626,2.8200752896
-317.999644267,204.857043408,6.2943293827,-0.0087197746,-0.0055791259,2.8199030579
-318.018502434,204.86333001,6.3142078097,-0.0088304696,-0.0055578086,2.8197286215
-318.037359498,204.869619923,6.3340862366,-0.0089407252,-0.0055349244,2.8195519891
-318.056215444,204.875913186,6.3539646636,-0.0090505104,-0.0055104868,2.8193731695
-318.075070257,204.882209842,6.3738430906,-0.0091597946,-0.0054845092,2.8191921726
-318.093923924,204.888509932,6.3937215176,-0.0092685472,-0.0054570053,2.8190090085
-318.112776429,204.894813494,6.4135999445,-0.0093767379,-0.0054279886,2.818823688
-318.131627759,204.901120571,6.4334783715,-0.009484337,-0.0053974725,2.8186362228
-318.1504779,204.907431201,6.4533567985,-0.0095913146,-0.0053654706,2.8184466247
-318.169326837,204.913745425,6.4732352255,-0.0096976415,-0.0053319965,2.8182549066
-318.188174556,204.920063283,6.4931136524,-0.0098032884,-0.0052970636,2.8180610815
-318.207021044,204.926384814,6.5129920794,-0.0099082265,-0.0052606854,2.8178651634
-318.225866287,204.932710056,6.5328705064,-0.0100124272,-0.0052228756,2.8176671665
-318.24471027,204.939039049,6.5527489334,-0.0101158622,-0.0051836476,2.8174671059
-318.26355298,204.945371831,6.5726273603,-0.0102185034,-0.0051430149,2.8172649969
